onset	duration	trial_num	stim_id	is_task	correct
27.123	3	1	1065	0	2
32.884	3	2	1014	0	2
38.629	3	3	733	0	2
44.373	3	4	1028	1	1
52.789	3	5	624	0	2
58.55	3	6	1044	0	2
64.328	3	7	544	0	2
70.072	3	8	526	0	2
75.817	3	9	740	0	2
81.578	3	10	665	0	2
87.322	3	11	1075	0	2
93.083	3	12	511	0	2
98.827	3	13	654	0	2
104.588	3	14	684	0	2
110.333	3	15	694	0	2
116.077	3	16	690	0	2
121.821	3	17	1070	0	2
127.583	3	18	1010	0	2
133.344	3	19	596	0	2
139.088	3	20	1088	0	2
144.882	3	21	679	1	1
152.347	3	22	1021	0	2
158.108	3	23	632	0	2
163.835	3	24	569	0	2
169.58	3	25	683	0	2
175.341	3	26	630	0	2
181.085	3	27	687	0	2
186.846	3	28	586	0	2
192.607	3	29	734	0	2
198.368	3	30	676	0	2
204.129	3	31	637	0	2
209.89	3	32	1048	0	2
215.635	3	33	628	0	2
221.379	3	34	691	0	2
227.14	3	35	626	0	2
232.934	3	36	699	0	2
238.696	3	37	515	1	1
245.726	3	38	539	0	2
251.47	3	39	582	0	2
257.214	3	40	745	0	2
262.975	3	41	1037	0	2
268.72	3	42	608	0	2
274.464	3	43	589	0	2
280.208	3	44	672	0	2
285.953	3	45	737	0	2
291.714	3	46	1017	0	2
297.458	3	47	1071	0	2
303.219	3	48	725	0	2
308.963	3	49	1005	0	2
314.758	3	50	501	0	2
320.519	3	51	1043	1	1
327.649	3	52	746	0	2
333.41	3	53	695	0	2
339.171	3	54	519	0	2
344.899	3	55	646	0	2
350.643	3	56	558	0	2
356.388	3	57	640	0	2
362.149	3	58	606	0	2
367.91	3	59	618	0	2
373.654	3	60	556	1	1
380.484	3	61	1096	0	2
386.245	3	62	635	0	2
392.006	3	63	1018	0	2
397.75	3	64	1073	0	2
403.495	3	65	1041	1	1
410.374	3	66	710	0	2
