onset	duration	trial_num	stim_id	is_task	correct
219.376	3	1	1098	0	2
225.107	3	2	603	0	2
230.868	3	3	1038	0	2
236.646	3	4	671	0	2
242.391	3	5	735	0	2
248.151	3	6	564	0	2
253.912	3	7	1029	0	2
259.657	3	8	536	0	2
265.418	3	9	1010	0	2
271.179	3	10	717	0	2
276.94	3	11	1040	0	2
282.717	3	12	645	0	2
288.478	3	13	1039	0	2
294.289	3	14	694	0	2
300.067	3	15	1034	0	2
305.812	3	16	698	0	2
311.556	3	17	623	0	2
317.334	3	18	709	0	2
323.095	3	19	647	1	1
330.042	3	20	675	0	2
335.786	3	21	1075	0	2
341.58	3	22	718	0	2
347.341	3	23	1087	0	2
353.136	3	24	1020	0	2
358.897	3	25	502	0	2
364.641	3	26	670	0	2
370.402	3	27	506	0	2
376.18	3	28	740	0	2
381.941	3	29	1012	0	2
387.702	3	30	640	0	2
393.463	3	31	693	0	2
399.257	3	32	664	0	2
405.018	3	33	1019	0	2
410.829	3	34	1028	0	2
416.59	3	35	1092	0	2
422.401	3	36	644	0	2
428.196	3	37	684	1	1
434.992	3	38	1090	0	2
440.753	3	39	585	0	2
446.514	3	40	733	0	2
452.275	3	41	676	0	2
458.036	3	42	677	0	2
463.797	3	43	525	0	2
469.592	3	44	621	0	2
475.386	3	45	686	1	1
482.884	3	46	745	0	2
488.645	3	47	1052	0	2
494.406	3	48	673	1	1
501.336	3	49	522	0	2
507.097	3	50	513	0	2
512.891	3	51	518	0	2
518.636	3	52	541	0	2
524.397	3	53	607	0	2
530.158	3	54	604	0	2
535.919	3	55	570	0	2
541.68	3	56	530	0	2
547.458	3	57	1072	1	1
554.588	3	58	741	0	2
560.366	3	59	602	0	2
566.127	3	60	1077	1	1
573.007	3	61	624	0	2
578.768	3	62	637	0	2
584.529	3	63	1066	0	2
590.323	3	64	639	0	2
596.134	3	65	551	0	2
601.895	3	66	1059	0	2
