onset	duration	trial_num	stim_id	is_task	correct
9.775	3	1	121	0	2
15.57	3	2	77	0	2
21.331	3	3	1101	0	2
27.125	3	4	1046	1	1
34.489	3	5	7	0	2
40.267	3	6	70	0	2
46.028	3	7	126	0	2
51.789	3	8	225	0	2
57.55	3	9	120	0	2
63.311	3	10	1006	0	2
69.055	3	11	245	0	2
74.85	3	12	98	0	2
80.644	3	13	156	0	2
86.405	3	14	46	0	2
92.166	3	15	203	0	2
97.927	3	16	214	1	1
105.959	3	17	1102	0	2
111.754	3	18	250	0	2
117.515	3	19	54	0	2
123.309	3	20	59	1	1
131.191	3	21	240	0	2
136.986	3	22	1010	0	2
142.73	3	23	230	0	2
148.491	3	24	1020	0	2
154.252	3	25	1008	0	2
160.013	3	26	1094	0	2
165.774	3	27	1073	0	2
171.535	3	28	63	0	2
177.346	3	29	1068	0	2
183.074	3	30	31	0	2
188.835	3	31	163	0	2
194.596	3	32	160	0	2
200.39	3	33	169	0	2
206.185	3	34	1095	0	2
211.946	3	35	1067	0	2
217.707	3	36	6	0	2
223.468	3	37	1050	0	2
229.229	3	38	107	0	2
234.973	3	39	119	0	2
240.734	3	40	188	0	2
246.495	3	41	17	0	2
252.256	3	42	93	0	2
258.017	3	43	87	1	0
268.989	3	44	138	0	2
274.733	3	45	157	0	2
280.494	3	46	1035	0	2
286.255	3	47	41	0	2
292.016	3	48	96	0	2
297.794	3	49	1038	0	2
303.555	3	50	134	0	2
309.332	3	51	1049	0	2
315.094	3	52	159	0	2
320.855	3	53	1063	0	2
326.599	3	54	109	1	0
337.62	3	55	1048	0	2
343.381	3	56	179	0	2
349.175	3	57	48	0	2
354.937	3	58	186	0	2
360.698	3	59	25	0	2
366.442	3	60	27	0	2
372.203	3	61	115	0	2
377.964	3	62	84	0	2
383.742	3	63	233	0	2
389.486	3	64	1083	0	2
395.281	3	65	172	1	1
404.715	3	66	144	0	2
