onset	duration	trial_num	stim_id	is_task	correct
39.661	3	1	1050	0	2
45.421	3	2	961	0	2
51.182	3	3	823	0	2
56.943	3	4	938	0	2
62.688	3	5	954	0	2
68.449	3	6	1042	0	2
74.243	3	7	819	0	2
80.021	3	8	972	0	2
85.782	3	9	1092	0	2
91.576	3	10	937	0	2
97.354	3	11	1023	0	2
103.115	3	12	848	0	2
108.944	3	13	828	0	2
114.704	3	14	795	0	2
120.465	3	15	826	0	2
126.26	3	16	837	0	2
132.021	3	17	835	0	2
137.782	3	18	1055	1	1
144.995	3	19	1000	0	2
150.79	3	20	1098	0	2
156.551	3	21	1044	0	2
162.345	3	22	1064	0	2
168.106	3	23	987	0	2
173.901	3	24	913	0	2
179.662	3	25	930	0	2
185.423	3	26	791	0	2
191.217	3	27	916	0	2
196.978	3	28	1048	0	2
202.739	3	29	900	0	2
208.5	3	30	889	0	2
214.261	3	31	1037	0	2
220.022	3	32	947	0	2
225.784	3	33	766	0	2
231.561	3	34	1051	0	2
237.322	3	35	974	0	2
243.117	3	36	804	0	2
248.878	3	37	1083	0	2
254.672	3	38	1086	0	2
260.433	3	39	872	0	2
266.228	3	40	853	0	2
271.989	3	41	986	0	2
277.733	3	42	992	1	1
284.863	3	43	967	0	2
290.624	3	44	988	0	2
296.419	3	45	816	1	1
303.265	3	46	1018	0	2
309.026	3	47	1024	0	2
314.771	3	48	852	0	2
320.548	3	49	997	0	2
326.309	3	50	1063	0	2
332.07	3	51	877	0	2
337.832	3	52	862	0	2
343.626	3	53	1075	0	2
349.387	3	54	993	0	2
355.148	3	55	812	0	2
360.909	3	56	1011	0	2
366.67	3	57	1065	0	2
372.431	3	58	827	0	2
378.175	3	59	884	0	2
383.97	3	60	875	0	2
389.731	3	61	779	1	1
397.713	3	62	887	0	2
403.507	3	63	855	0	2
409.268	3	64	1074	0	2
415.079	3	65	767	1	1
422.711	3	66	1035	1	1
