onset	duration	trial_num	stim_id	is_task	correct
57.391	3	1	794	0	2
63.186	3	2	1002	0	2
68.98	3	3	909	1	1
76.595	3	4	1058	0	2
82.356	3	5	941	0	2
88.117	3	6	878	0	2
93.911	3	7	952	0	2
99.706	3	8	1031	0	2
105.467	3	9	1043	0	2
111.211	3	10	1052	0	2
116.972	3	11	867	0	2
122.767	3	12	756	0	2
128.511	3	13	1091	1	0
136.56	3	14	786	0	2
142.321	3	15	1082	0	2
148.082	3	16	976	0	2
153.843	3	17	1011	0	2
159.604	3	18	866	0	2
165.365	3	19	838	0	2
171.126	3	20	987	0	2
176.92	3	21	956	0	2
182.681	3	22	964	0	2
188.442	3	23	857	0	2
194.237	3	24	751	0	2
199.981	3	25	858	0	2
205.742	3	26	990	1	1
214.008	3	27	986	0	2
219.769	3	28	984	0	2
225.564	3	29	896	0	2
231.308	3	30	1008	0	2
237.069	3	31	1034	0	2
242.83	3	32	1059	0	2
248.591	3	33	944	1	1
256.473	3	34	1012	0	2
262.234	3	35	897	0	2
267.978	3	36	1029	0	2
273.739	3	37	774	0	2
279.5	3	38	848	0	2
285.295	3	39	1048	0	2
291.056	3	40	926	0	2
296.817	3	41	951	0	2
302.611	3	42	988	0	2
308.406	3	43	973	0	2
314.183	3	44	992	0	2
319.944	3	45	1056	0	2
325.689	3	46	873	0	2
331.483	3	47	1093	0	2
337.244	3	48	982	0	2
343.039	3	49	1090	0	2
348.8	3	50	1033	0	2
354.577	3	51	1025	0	2
360.338	3	52	789	0	2
366.116	3	53	1088	0	2
371.91	3	54	1047	0	2
377.672	3	55	1007	0	2
383.449	3	56	949	0	2
389.244	3	57	830	0	2
395.005	3	58	853	0	2
400.766	3	59	903	0	2
406.51	3	60	764	0	2
412.254	3	61	760	0	2
417.982	3	62	816	1	1
426.181	3	63	832	0	2
431.959	3	64	1080	0	2
437.753	3	65	936	0	2
443.498	3	66	898	1	1
