onset	duration	trial_num	stim_id	is_task	correct
21.871	3	1	1032	0	2
27.599	3	2	85	1	1
35.681	3	3	44	0	2
41.442	3	4	1062	0	2
47.237	3	5	150	1	1
54.701	3	6	248	0	2
60.462	3	7	40	0	2
66.223	3	8	112	0	2
71.984	3	9	166	0	2
77.745	3	10	235	0	2
83.54	3	11	1040	0	2
89.334	3	12	228	0	2
95.129	3	13	2	0	2
100.94	3	14	16	0	2
106.734	3	15	42	0	2
112.495	3	16	217	0	2
118.256	3	17	218	0	2
124.017	3	18	1081	0	2
129.778	3	19	5	0	2
135.539	3	20	86	0	2
141.334	3	21	216	0	2
147.095	3	22	1093	0	2
152.856	3	23	1088	0	2
158.65	3	24	141	0	2
164.411	3	25	168	0	2
170.172	3	26	210	0	2
175.983	3	27	1016	0	2
181.778	3	28	78	0	2
187.539	3	29	104	0	2
193.283	3	30	81	0	2
199.028	3	31	92	0	2
204.789	3	32	1054	0	2
210.566	3	33	1100	0	2
216.327	3	34	211	0	2
222.072	3	35	1019	1	1
230.705	3	36	1098	0	2
236.466	3	37	1045	1	1
245.634	3	38	1097	0	2
251.395	3	39	21	0	2
257.156	3	40	65	1	1
265.054	3	41	49	0	2
270.815	3	42	128	0	2
276.576	3	43	196	0	2
282.337	3	44	223	0	2
288.115	3	45	153	0	2
293.876	3	46	32	0	2
299.67	3	47	192	0	2
305.431	3	48	102	0	2
311.192	3	49	73	0	2
316.954	3	50	4	0	2
322.715	3	51	1087	0	2
328.509	3	52	1002	0	2
334.303	3	53	13	0	2
340.048	3	54	189	0	2
345.809	3	55	28	0	2
351.536	3	56	1069	0	2
357.331	3	57	111	0	2
363.092	3	58	1025	0	2
368.853	3	59	26	0	2
374.647	3	60	161	0	2
380.408	3	61	237	1	1
389.042	3	62	58	0	2
394.786	3	63	15	0	2
400.547	3	64	101	0	2
406.308	3	65	131	0	2
412.052	3	66	22	0	2
