onset	duration	trial_num	stim_id	is_task	correct
45.043	3	1	1069	0	2
50.837	3	2	351	0	2
56.598	3	3	496	0	2
62.359	3	4	316	0	2
68.154	3	5	1084	0	2
73.915	3	6	302	0	2
79.676	3	7	345	0	2
85.437	3	8	404	0	2
91.231	3	9	477	0	2
96.992	3	10	446	0	2
102.737	3	11	350	0	2
108.498	3	12	1063	0	2
114.259	3	13	423	0	2
120.053	3	14	449	0	2
125.848	3	15	387	0	2
131.642	3	16	1039	0	2
137.453	3	17	462	0	2
143.198	3	18	324	0	2
148.992	3	19	1033	1	1
155.738	3	20	270	1	1
162.535	3	21	498	0	2
168.296	3	22	355	0	2
174.057	3	23	418	0	2
179.851	3	24	497	0	2
185.595	3	25	1009	0	2
191.356	3	26	369	0	2
197.101	3	27	313	0	2
202.878	3	28	483	0	2
208.606	3	29	292	0	2
214.367	3	30	450	0	2
220.162	3	31	426	0	2
225.923	3	32	1054	0	2
231.684	3	33	356	0	2
237.478	3	34	342	0	2
243.239	3	35	455	0	2
249.034	3	36	485	0	2
254.795	3	37	381	0	2
260.556	3	38	317	1	1
267.269	3	39	1080	0	2
273.063	3	40	1010	0	2
278.824	3	41	422	0	2
284.585	3	42	290	0	2
290.313	3	43	280	0	2
296.04	3	44	383	0	2
301.801	3	45	1042	0	2
307.596	3	46	319	0	2
313.357	3	47	1070	0	2
319.135	3	48	417	0	2
324.896	3	49	495	1	1
332.427	3	50	389	0	2
338.188	3	51	1077	0	2
343.949	3	52	340	0	2
349.71	3	53	361	0	2
355.471	3	54	1023	0	2
361.232	3	55	454	0	2
366.993	3	56	348	0	2
372.754	3	57	352	0	2
378.548	3	58	500	1	1
385.428	3	59	1003	0	2
391.189	3	60	1097	0	2
396.95	3	61	343	0	2
402.695	3	62	362	0	2
408.472	3	63	408	0	2
414.267	3	64	420	1	1
421.013	3	65	323	0	2
426.774	3	66	392	0	2
