onset	duration	trial_num	stim_id	is_task	correct
42.17	3	1	1063	0	2
47.931	3	2	1022	0	2
53.675	3	3	426	0	2
59.436	3	4	272	0	2
65.181	3	5	429	0	2
70.942	3	6	1003	0	2
76.703	3	7	482	0	2
82.464	3	8	423	0	2
88.258	3	9	1031	0	2
94.019	3	10	494	0	2
99.78	3	11	320	0	2
105.525	3	12	421	0	2
111.319	3	13	302	0	2
117.08	3	14	371	0	2
122.841	3	15	466	0	2
128.602	3	16	439	0	2
134.363	3	17	334	0	2
140.141	3	18	1069	0	2
145.936	3	19	447	0	2
151.697	3	20	463	0	2
157.474	3	21	359	0	2
163.202	3	22	385	0	2
168.963	3	23	390	0	2
174.724	3	24	412	0	2
180.518	3	25	1040	0	2
186.313	3	26	1057	1	1
193.71	3	27	1090	0	2
199.455	3	28	305	0	2
205.232	3	29	299	0	2
210.993	3	30	405	0	2
216.788	3	31	380	0	2
222.632	3	32	374	0	2
228.377	3	33	409	0	2
234.171	3	34	415	1	1
241.502	3	35	306	0	2
247.246	3	36	1018	0	2
252.991	3	37	264	0	2
258.752	3	38	1021	1	1
265.832	3	39	337	0	2
271.593	3	40	431	0	2
277.387	3	41	263	0	2
283.148	3	42	394	0	2
288.943	3	43	316	0	2
294.754	3	44	1051	0	2
300.515	3	45	284	0	2
306.309	3	46	1082	0	2
312.07	3	47	290	0	2
317.798	3	48	489	0	2
323.559	3	49	301	0	2
329.354	3	50	1001	0	2
335.115	3	51	267	0	2
340.842	3	52	1086	0	2
346.603	3	53	419	1	1
353.8	3	54	270	0	2
359.545	3	55	389	0	2
365.306	3	56	451	1	1
372.97	3	57	317	1	1
379.967	3	58	348	0	2
385.728	3	59	450	0	2
391.523	3	60	435	0	2
397.334	3	61	282	0	2
403.128	3	62	324	0	2
408.923	3	63	397	0	2
414.717	3	64	464	0	2
420.478	3	65	275	0	2
426.256	3	66	365	0	2
