onset	duration	trial_num	stim_id	is_task	correct
8.766	3	1	809	0	2
14.543	3	2	998	1	1
22.676	3	3	1021	0	2
28.437	3	4	1012	0	2
34.198	3	5	876	0	2
39.992	3	6	779	0	2
45.753	3	7	891	0	2
51.548	3	8	1037	0	2
57.309	3	9	992	0	2
63.07	3	10	1016	0	2
68.864	3	11	841	0	2
74.608	3	12	1013	0	2
80.369	3	13	1041	0	2
86.164	3	14	1005	0	2
91.925	3	15	966	0	2
97.669	3	16	818	0	2
103.43	3	17	790	0	2
109.191	3	18	756	0	2
114.952	3	19	917	0	2
120.713	3	20	892	0	2
126.458	3	21	1008	0	2
132.219	3	22	1090	0	2
137.98	3	23	1038	0	2
143.741	3	24	1102	0	2
149.535	3	25	821	0	2
155.263	3	26	851	0	2
161.057	3	27	896	0	2
166.802	3	28	902	0	2
172.563	3	29	811	0	2
178.324	3	30	850	0	2
184.135	3	31	935	0	2
189.896	3	32	803	0	2
195.674	3	33	1039	0	2
201.468	3	34	869	1	1
210.151	3	35	942	0	2
215.879	3	36	1059	0	2
221.64	3	37	1036	0	2
227.435	3	38	1072	0	2
233.196	3	39	987	0	2
238.99	3	40	996	1	1
246.989	3	41	991	0	2
252.733	3	42	925	0	2
258.494	3	43	1073	0	2
264.255	3	44	1050	0	2
270.05	3	45	828	0	2
275.811	3	46	836	0	2
281.555	3	47	776	0	2
287.316	3	48	949	0	2
293.11	3	49	956	0	2
298.871	3	50	853	1	1
308.206	3	51	965	0	2
313.95	3	52	933	0	2
319.711	3	53	1078	0	2
325.472	3	54	1098	0	2
331.233	3	55	768	0	2
336.994	3	56	974	0	2
342.789	3	57	969	0	2
348.583	3	58	788	0	2
354.344	3	59	816	0	2
360.105	3	60	858	0	2
365.866	3	61	913	0	2
371.628	3	62	930	1	1
380.461	3	63	763	0	2
386.222	3	64	778	1	1
394.488	3	65	994	0	2
400.249	3	66	884	0	2
