onset	duration	trial_num	stim_id	is_task	correct
9.298	3	1	458	0	2
15.042	3	2	261	0	2
20.803	3	3	353	1	1
29.136	3	4	307	0	2
34.897	3	5	414	0	2
40.691	3	6	1090	0	2
46.452	3	7	475	0	2
52.213	3	8	355	0	2
57.957	3	9	457	0	2
63.718	3	10	463	0	2
69.48	3	11	328	0	2
75.241	3	12	356	0	2
81.035	3	13	1067	1	1
90.403	3	14	431	0	2
96.197	3	15	440	0	2
101.975	3	16	1073	0	2
107.736	3	17	310	0	2
113.497	3	18	393	0	2
119.258	3	19	344	0	2
125.019	3	20	389	0	2
130.78	3	21	337	0	2
136.541	3	22	462	0	2
142.302	3	23	1013	0	2
148.063	3	24	252	0	2
153.824	3	25	1047	0	2
159.586	3	26	1082	0	2
165.347	3	27	294	0	2
171.158	3	28	1038	0	2
176.919	3	29	479	0	2
182.68	3	30	404	0	2
188.491	3	31	1099	0	2
194.235	3	32	1034	0	2
199.996	3	33	317	0	2
205.757	3	34	483	0	2
211.485	3	35	1095	0	2
217.246	3	36	497	0	2
223.007	3	37	267	0	2
228.735	3	38	412	0	2
234.529	3	39	1045	0	2
240.29	3	40	1020	1	1
250.142	3	41	381	0	2
255.903	3	42	1071	0	2
261.664	3	43	380	0	2
267.476	3	44	326	0	2
273.237	3	45	297	0	2
278.998	3	46	498	0	2
284.759	3	47	413	0	2
290.57	3	48	262	0	2
296.331	3	49	477	0	2
302.092	3	50	1043	1	1
310.491	3	51	379	0	2
316.286	3	52	258	0	2
322.047	3	53	324	1	1
329.778	3	54	377	0	2
335.539	3	55	454	0	2
341.3	3	56	1077	0	2
347.061	3	57	321	0	2
352.822	3	58	293	0	2
358.583	3	59	383	0	2
364.345	3	60	432	0	2
370.122	3	61	1070	0	2
375.883	3	62	485	0	2
381.644	3	63	1025	1	1
389.626	3	64	309	0	2
395.371	3	65	446	0	2
401.132	3	66	330	0	2
