onset	duration	trial_num	stim_id	is_task	correct
72.843	3	1	544	0	2
78.604	3	2	659	0	2
84.348	3	3	634	0	2
90.109	3	4	589	0	2
95.854	3	5	502	0	2
101.598	3	6	669	0	2
107.376	3	7	672	0	2
113.153	3	8	724	1	0
121.837	3	9	506	0	2
127.631	3	10	697	0	2
133.359	3	11	579	0	2
139.137	3	12	742	0	2
144.898	3	13	630	0	2
150.659	3	14	623	0	2
156.403	3	15	512	1	1
164.886	3	16	653	0	2
170.63	3	17	1019	0	2
176.441	3	18	730	0	2
182.202	3	19	1030	0	2
187.997	3	20	524	0	2
193.758	3	21	740	0	2
199.519	3	22	687	0	2
205.28	3	23	1018	1	1
213.496	3	24	712	0	2
219.257	3	25	504	0	2
225.068	3	26	581	0	2
230.862	3	27	577	0	2
236.64	3	28	714	0	2
242.401	3	29	633	0	2
248.195	3	30	535	0	2
253.956	3	31	644	0	2
259.751	3	32	1093	0	2
265.512	3	33	1087	0	2
271.306	3	34	739	0	2
277.067	3	35	704	0	2
282.828	3	36	745	0	2
288.59	3	37	527	0	2
294.351	3	38	649	0	2
300.112	3	39	679	0	2
305.873	3	40	1046	0	2
311.634	3	41	675	0	2
317.395	3	42	529	0	2
323.156	3	43	676	0	2
328.917	3	44	1016	0	2
334.711	3	45	603	0	2
340.472	3	46	619	1	0
348.588	3	47	667	0	2
354.382	3	48	547	0	2
360.127	3	49	617	0	2
365.888	3	50	1010	1	1
373.953	3	51	680	0	2
379.714	3	52	621	0	2
385.509	3	53	553	0	2
391.27	3	54	673	0	2
397.031	3	55	1044	0	2
402.825	3	56	1034	0	2
408.586	3	57	731	0	2
414.347	3	58	1032	0	2
420.075	3	59	1065	0	2
425.836	3	60	1063	0	2
431.597	3	61	590	0	2
437.358	3	62	1053	0	2
443.119	3	63	729	0	2
448.913	3	64	706	0	2
454.674	3	65	1064	1	1
462.94	3	66	1011	0	2
