onset	duration	trial_num	stim_id	is_task	correct
40.882	3	1	518	0	2
46.644	3	2	563	0	2
52.405	3	3	526	0	2
58.166	3	4	584	0	2
63.927	3	5	721	0	2
69.721	3	6	683	1	1
76.517	3	7	682	0	2
82.295	3	8	641	1	1
89.075	3	9	607	0	2
94.836	3	10	1079	0	2
100.597	3	11	1033	0	2
106.358	3	12	1052	0	2
112.119	3	13	598	0	2
117.897	3	14	749	0	2
123.691	3	15	686	0	2
129.452	3	16	578	0	2
135.197	3	17	689	0	2
140.958	3	18	1003	0	2
146.719	3	19	549	0	2
152.48	3	20	504	0	2
158.274	3	21	743	0	2
164.035	3	22	732	0	2
169.796	3	23	534	0	2
175.557	3	24	522	0	2
181.318	3	25	679	0	2
187.079	3	26	697	0	2
192.807	3	27	656	0	2
198.535	3	28	637	0	2
204.296	3	29	1041	0	2
210.09	3	30	702	0	2
215.851	3	31	1059	0	2
221.612	3	32	1013	0	2
227.373	3	33	636	1	1
234.069	3	34	658	0	2
239.88	3	35	684	0	2
245.625	3	36	1017	0	2
251.386	3	37	1077	0	2
257.147	3	38	639	0	2
262.908	3	39	698	0	2
268.652	3	40	613	0	2
274.463	3	41	1006	1	1
281.51	3	42	1069	0	2
287.321	3	43	568	0	2
293.082	3	44	1020	0	2
298.843	3	45	1058	0	2
304.604	3	46	582	0	2
310.366	3	47	1100	0	2
316.127	3	48	1040	0	2
321.921	3	49	638	0	2
327.682	3	50	742	0	2
333.443	3	51	566	0	2
339.204	3	52	724	0	2
344.982	3	53	608	0	2
350.726	3	54	593	0	2
356.487	3	55	1023	0	2
362.248	3	56	1084	0	2
368.009	3	57	557	0	2
373.77	3	58	617	0	2
379.531	3	59	524	1	0
387.013	3	60	521	0	2
392.773	3	61	541	0	2
398.518	3	62	730	0	2
404.296	3	63	687	1	1
411.326	3	64	688	0	2
417.07	3	65	671	0	2
422.814	3	66	1073	0	2
