onset	duration	trial_num	stim_id	is_task	correct
45.527	3	1	679	0	2
51.288	3	2	1003	0	2
57.049	3	3	539	0	2
62.794	3	4	610	0	2
68.555	3	5	547	1	1
75.334	3	6	570	0	2
81.095	3	7	503	0	2
86.856	3	8	680	0	2
92.634	3	9	641	0	2
98.395	3	10	542	0	2
104.139	3	11	1075	0	2
109.9	3	12	541	0	2
115.645	3	13	1098	0	2
121.406	3	14	1036	1	1
128.169	3	15	716	0	2
133.963	3	16	626	0	2
139.758	3	17	578	0	2
145.502	3	18	1008	0	2
151.246	3	19	717	1	1
158.193	3	20	596	0	2
163.954	3	21	1027	0	2
169.732	3	22	745	0	2
175.493	3	23	597	1	1
182.239	3	24	1011	0	2
188.017	3	25	513	0	2
193.811	3	26	618	0	2
199.572	3	27	1020	0	2
205.333	3	28	698	0	2
211.094	3	29	684	0	2
216.855	3	30	705	1	1
223.535	3	31	1082	0	2
229.296	3	32	591	0	2
235.107	3	33	743	0	2
240.851	3	34	1039	0	2
246.663	3	35	673	0	2
252.44	3	36	536	0	2
258.201	3	37	1072	0	2
263.962	3	38	696	0	2
269.723	3	39	1058	0	2
275.484	3	40	540	0	2
281.229	3	41	635	0	2
286.99	3	42	747	0	2
292.734	3	43	1031	0	2
298.495	3	44	689	1	1
305.625	3	45	1076	0	2
311.42	3	46	524	0	2
317.181	3	47	690	0	2
322.942	3	48	568	0	2
328.703	3	49	1028	0	2
334.464	3	50	682	0	2
340.242	3	51	674	0	2
346.003	3	52	692	0	2
351.797	3	53	718	0	2
357.558	3	54	543	0	2
363.319	3	55	613	0	2
369.114	3	56	1026	0	2
374.875	3	57	1010	0	2
380.636	3	58	559	0	2
386.397	3	59	1078	0	2
392.158	3	60	723	0	2
397.952	3	61	643	0	2
403.713	3	62	730	0	2
409.475	3	63	600	0	2
415.219	3	64	746	0	2
420.98	3	65	583	0	2
426.741	3	66	1047	0	2
