onset	duration	trial_num	stim_id	is_task	correct
9.714	3	1	944	0	2
15.475	3	2	773	0	2
21.22	3	3	860	0	2
27.014	3	4	833	0	2
32.775	3	5	926	0	2
38.536	3	6	914	0	2
44.33	3	7	777	0	2
50.125	3	8	1068	0	2
55.853	3	9	895	0	2
61.647	3	10	835	0	2
67.425	3	11	906	0	2
73.186	3	12	793	0	2
78.947	3	13	814	0	2
84.708	3	14	1079	0	2
90.469	3	15	1058	1	1
98.818	3	16	1065	0	2
104.563	3	17	934	0	2
110.307	3	18	945	1	1
118.022	3	19	1084	0	2
123.783	3	20	907	0	2
129.544	3	21	1031	0	2
135.305	3	22	977	0	2
141.066	3	23	1010	1	0
150.05	3	24	1026	0	2
155.811	3	25	901	0	2
161.588	3	26	890	0	2
167.349	3	27	791	0	2
173.111	3	28	761	0	2
178.872	3	29	822	0	2
184.616	3	30	964	0	2
190.377	3	31	980	0	2
196.138	3	32	894	0	2
201.882	3	33	1053	0	2
207.643	3	34	985	0	2
213.438	3	35	812	0	2
219.216	3	36	874	0	2
224.977	3	37	829	0	2
230.738	3	38	1100	0	2
236.515	3	39	910	0	2
242.276	3	40	946	0	2
248.021	3	41	923	0	2
253.782	3	42	971	0	2
259.543	3	43	993	0	2
265.287	3	44	920	0	2
271.065	3	45	1004	0	2
276.809	3	46	1040	0	2
282.604	3	47	973	0	2
288.348	3	48	868	1	1
296.798	3	49	843	0	2
302.575	3	50	819	0	2
308.336	3	51	899	0	2
314.114	3	52	785	0	2
319.875	3	53	882	1	1
328.492	3	54	804	0	2
334.236	3	55	1069	0	2
340.047	3	56	919	0	2
345.808	3	57	1061	1	1
353.506	3	58	855	0	2
359.267	3	59	929	0	2
365.028	3	60	897	0	2
370.789	3	61	798	0	2
376.55	3	62	867	0	2
382.345	3	63	886	0	2
388.106	3	64	786	0	2
393.85	3	65	1049	0	2
399.611	3	66	1032	0	2
