onset	duration	trial_num	stim_id	is_task	correct
5.361	3	2	1096	1	1
12.442	3	3	610	0	2
18.203	3	4	640	0	2
23.964	3	5	515	0	2
29.708	3	6	575	0	2
35.469	3	7	556	0	2
41.23	3	8	576	1	1
48.227	3	9	1037	0	2
53.988	3	10	715	0	2
59.749	3	11	1041	1	1
66.646	3	12	687	0	2
72.407	3	13	666	0	2
78.168	3	14	673	0	2
83.929	3	15	689	0	2
89.69	3	16	595	0	2
95.518	3	17	611	0	2
101.262	3	18	1070	0	2
107.023	3	19	625	0	2
112.784	3	20	644	0	2
118.578	3	21	1007	0	2
124.339	3	22	735	0	2
130.1	3	23	1055	0	2
135.862	3	24	729	0	2
141.656	3	25	641	0	2
147.4	3	26	1020	0	2
153.161	3	27	1019	0	2
158.956	3	28	543	0	2
164.7	3	29	1077	0	2
170.444	3	30	1034	0	2
176.222	3	31	505	0	2
181.967	3	32	1066	1	1
188.963	3	33	1097	0	2
194.724	3	34	672	0	2
200.485	3	35	650	0	2
206.23	3	36	605	0	2
211.991	3	37	637	0	2
217.752	3	38	503	0	2
223.513	3	39	706	0	2
229.29	3	40	1057	0	2
235.018	3	41	598	0	2
240.779	3	42	1101	0	2
246.607	3	43	713	0	2
252.368	3	44	690	0	2
258.129	3	45	746	0	2
263.89	3	46	668	0	2
269.651	3	47	733	0	2
275.395	3	48	545	0	2
281.19	3	49	1059	0	2
286.951	3	50	1093	0	2
292.712	3	51	593	0	2
298.473	3	52	1088	0	2
304.267	3	53	1056	0	2
310.012	3	54	513	0	2
315.823	3	55	1027	0	2
321.584	3	56	656	0	2
327.312	3	57	619	0	2
333.073	3	58	1017	0	2
338.817	3	59	559	0	2
344.578	3	60	1058	0	2
350.372	3	61	660	0	2
356.134	3	62	601	1	1
363.715	3	63	669	0	2
369.476	3	64	547	0	2
375.237	3	65	1062	0	2
381.031	3	66	703	1	1
