onset	duration	trial_num	stim_id	is_task	correct
8.705	3	1	619	0	2
14.449	3	2	624	0	2
20.21	3	3	740	0	2
25.971	3	4	606	1	1
33.92	3	5	653	0	2
39.681	3	6	703	0	2
45.458	3	7	521	0	2
51.219	3	8	586	0	2
56.98	3	9	595	0	2
62.741	3	10	690	0	2
68.502	3	11	578	0	2
74.247	3	12	1003	0	2
80.008	3	13	514	0	2
85.819	3	14	1036	0	2
91.613	3	15	681	0	2
97.358	3	16	1014	0	2
103.119	3	17	549	0	2
108.913	3	18	533	0	2
114.674	3	19	1049	0	2
120.435	3	20	1069	1	1
128.718	3	21	628	0	2
134.479	3	22	649	1	0
143.045	3	23	597	0	2
148.79	3	24	513	0	2
154.584	3	25	1027	0	2
160.345	3	26	605	1	1
168.611	3	27	664	0	2
174.372	3	28	715	0	2
180.133	3	29	644	0	2
185.927	3	30	716	0	2
191.722	3	31	548	0	2
197.45	3	32	553	1	0
205.415	3	33	509	0	2
211.176	3	34	590	0	2
216.937	3	35	510	0	2
222.698	3	36	687	0	2
228.459	3	37	662	0	2
234.22	3	38	546	0	2
239.981	3	39	1060	0	2
245.759	3	40	550	0	2
251.503	3	41	1002	1	1
260.003	3	42	748	0	2
265.747	3	43	688	0	2
271.508	3	44	731	0	2
277.269	3	45	1010	0	2
283.03	3	46	710	0	2
288.808	3	47	1017	0	2
294.569	3	48	735	0	2
300.33	3	49	684	0	2
306.091	3	50	642	0	2
311.852	3	51	707	0	2
317.647	3	52	660	0	2
323.408	3	53	544	0	2
329.152	3	54	613	0	2
334.946	3	55	646	0	2
340.707	3	56	638	0	2
346.468	3	57	598	0	2
352.229	3	58	672	0	2
357.991	3	59	737	0	2
363.802	3	60	567	0	2
369.546	3	61	508	0	2
375.357	3	62	718	0	2
381.118	3	63	520	0	2
386.896	3	64	1092	0	2
392.674	3	65	1053	0	2
398.435	3	66	1055	0	2
